cleaned,classes
এই ভিডিও টা দেখে আমি একটু ও অবাক হয়নি  কারন এমন ঘটনা বহ্নু পরিবারে এখনো প্রতি নিয়তো ঘটে কেউ আত্মহত্যা করে  আর কেউ গুমরে গুমরে মরে,surprise
আল্লাহ ভালো জানেন ,joy
একটা জিনিস বুঝলাম না।। ছাত্র হাতে কি ভাবে অস্রো থাকে।। যে হাতে কলম থাকার প্রয়োজন সেই হাতে এই গুলো কি।।।,disgust
ইতালির বিপক্ষে দুইটি ফ্রেন্ডলি ম্যাচের জন্য ডাক পাচ্ছেন না মাউরো ইকার্দি ,anger
আমি ১৪ বছর বয়সে ভোট দিয়াছি বিএনপি কে ২০০১ সালে  আমার বন্ধু সবাই ভোট দিয়াছি পরে জানলাম ইতিহাস,disgust
নাই ছেলে - কলম আছে আপু? মেয়ে - বললাম তো নাই ছেলে - আপু ,sadness
এর থেকে বেশি কিছু আশা করেছিলাম। ,anger
ইমরান ভাই এক দিন কোটি কোটি মানুষের ভালবাসায় আপনি মুদেধা হবেন মানুষ বুঝতে শিখেছে,joy
আমার মতে রানার মতো ছেলের দায়িত্ব নেওয়ার লোকের অভাব হবে না বিশেষ করে তাবিব ভাই আছে। তাই তাওহিদ আফ্রিদির উচিৎ অন্যান্য পথশিশুদের দায়িত্ব নেওয়া। ,joy
মিসেস টিশুর রাস্তা নামে একটি কুকুর ছিল  hahahaha,surprise
আমি যখন তৃতীয় শ্রেণীতে উঠলাম ,joy
কৃষি কর্মকর্তাদের পরামর্শে আলুখেতে ছত্রাকনাশক ছিটাচ্ছেন চাষিরা আর কুয়াশার হাত থেকে ধানের চারা বাঁচাতে বীজতলা পলিথিন দিয়ে ঢেকে রাখা হচ্ছে অনেক সময় এতেও কাজ হচ্ছে না বলে জানিয়েছেন কৃষকেরা,fear
ঠিক ই আছে পুলিশের তো লজ্জা নাই।ওদের যেভাবে ব্যাবহার করছে ওরা সেভাবে কাজ করছে।এখন যদি লজ্জা থাকে তাহলে আর সরকারের গোলামি করবে না,disgust
