cleaned,classes
"তুমি আমার কথা শুনছো না, শুধু নিজের কথা বলে যাচ্ছো!",angry
আমি কখনো এই ধরনের ব্যবহার আশা করিনি!,angry
তুমি কেন সবসময় দোষ অন্যের ঘাড়ে চাপাও?,angry
আমি সহ্য করতে পারি না যখন কেউ আমার কথা অগ্রাহ্য করে!,angry
তুমি আমাকে এতবার কথা দিয়েও কেন প্রতারণা করলে?,angry
আমি কখনো এমন পরিস্থিতির মুখোমুখি হতে চাইনি!,angry
"কিছু মানুষ শুধু মজা নেয়, কিন্তু অনুভূতি বোঝে না!",angry
"আমি সবকিছু ঠিকভাবে করার চেষ্টা করি, কিন্তু কেউ সেটা দেখে না!",angry
"আজকের দিনটা সত্যিই অসাধারণ কেটেছে, চারপাশটা এত সুন্দর লাগছে! তোমার কথা শুনলেই মন ভালো হয়ে যায়, সব ক্লান্তি দূর হয়ে যায়! আজ আমি আমার প্রিয় আইসক্রিমটা খেয়েছি, দারুণ মজা পেয়েছি!",happy
"আজকের বিকেলটা এত সুন্দর ছিল, হালকা বাতাসে মনটা একদম ফুরফুরে লাগছিল! তোমার মিষ্টি কথাগুলো মন ভালো করে দেয়, তোমার সাথে কথা বলে খুব ভালো লাগলো! আজ আমি অনেক পুরোনো বন্ধুদের সাথে দেখা করেছি, সময়টা দারুণ কেটেছে!",happy
"আজ আমি আমার স্বপ্নের চাকরিটা পেয়ে গেলাম, বিশ্বাসই করতে পারছি না! বাবা-মায়ের হাসিটা দেখে মনে হলো, আমার সব পরিশ্রম সার্থক হয়েছে! সন্ধ্যায় প্রিয়জনদের সাথে কফি খেয়ে মুহূর্তটা আরো সুন্দর হয়ে উঠল!",happy
"আজকের বৃষ্টি ভীষণ সুন্দর লাগছিল, জানালার পাশে বসে কফি খেতে খেতে উপভোগ করলাম! তুমি যখন পাশে থাকো, তখন সব কিছুই সুন্দর লাগে! আজকের দিনটা চিরস্মরণীয় হয়ে থাকবে!",happy
"আজকের ক্লাসে আমি টিচারের কাছ থেকে প্রচুর প্রশংসা পেয়েছি, খুব ভালো লাগছে! তুমি যখন আমাকে উৎসাহ দাও, তখন সব কিছুই সম্ভব মনে হয়! আজ আমি নতুন একটা গান শিখলাম, সত্যিই আনন্দ লাগছে!",happy
"আজকে অনেক সুন্দর একটা ছবি এঁকেছি, সবাই প্রশংসা করেছে! তোমার ছোট্ট একটা প্রশংসা আমাকে সারাদিন খুশি রাখে! সন্ধ্যায় একটা সুন্দর গান শুনলাম, মনটা একদম ফ্রেশ লাগছে!",happy
"আজকে পরীক্ষার রেজাল্ট খুব ভালো হয়েছে, বাবা-মা অনেক খুশি! তুমি যখন পাশে থাকো, তখন সব কঠিন কাজও সহজ মনে হয়! আজকের দিনটা আমার জীবনের অন্যতম সেরা দিন!",happy
"আজ আমি অনেক সুন্দর কিছু মুহূর্ত ক্যামেরায় বন্দী করেছি, ছবিগুলো সত্যিই অসাধারণ! তোমার হাসিটা দেখলেই মন ভালো হয়ে যায়, সব কিছু সুন্দর লাগে! আজকের নরম রোদ আর হালকা বাতাস সত্যিই মন ভালো করে দিল!",happy
