ID,Party,Statement,Source,Category
189,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,পরিবেশ
190,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,পরিবেশ
191,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,পরিবেশ
192,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,শিক্ষা
193,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,পরিবেশ
194,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,পরিবেশ
195,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,অর্থনীতি
196,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,স্বাস্থ্য
197,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,রাজনীতি
198,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,ফেসবুক,শিক্ষা
199,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,শিক্ষা
200,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,রাজনীতি
201,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,শিক্ষা
202,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,স্বাস্থ্য
203,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,স্বাস্থ্য
204,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,শিক্ষা
205,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,শিক্ষা
206,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,পরিবেশ
207,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,পরিবেশ
208,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,পরিবেশ
209,বিএনপি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,অর্থনীতি
210,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,অর্থনীতি
