cleaned,classes
মহামান্য রাষ্ট্রপতি যে অনুষ্ঠানের সভাপতিত্ব করছেন সেখানে কোন মন্ত্রী উপস্থিত নেই  কেন নেই দুদিন আগেই তো অফিসিয়াল প্রেস কনফারেন্সে জানানো হলো যে শিক্ষা মন্ত্রী ও উপ মন্ত্রী থাকবেন তাহলে তারা এলেন না কেন,disgust
আমি বাংলা সিনেমার অনেক বড় ফ্যানকিন্তু ২০২০ সালে এসে কিভাবে এসব বানাই মাথায় আসেনা  অনেক লজ্জা লাগে এসব দেখলে,sadness
দোকানী আমার চোখের দিকে সরাসরিতাকিয়ে আছে সবচেয়ে বড় ধাক্কাখেলামযখন বুঝলাম চেষ্টা থাকা সত্বেও আমিমানিব্যাগবের করতে পারছিনা আমার ভয় লাগাশুরুহল,fear
অনেক দিন ভিসা অফিসে দৌড়াদৌড়ির পর আজ অবশেষে আমার ভিসা টা হাতে পেয়েই গেলাম মনে একটা শান্তি পাওয়া গেল শেষ পর্যন্ত,joy
তার সবচেয়ে প্রিয় ছিল লাল শাড়ি সবসময় সে লাল শাড়ি পরে থাকতএকদিন লাল শাড়ি পরে নাকি সে ছাদে লাফালাফি করছিলহঠাৎ ছাদ থেকে পড়ে মারা গেল সে,sadness
আজকে রাতে শহর থেকে ক্যাম্পাসে ফিরার সময় মাতামুহুরি বাসে আমার একটা ব্যাগ ভুলে ফেলে এসেছি ব্যাগটি BYLC এর ছিলোব্যাগে কিছু কাপড় এবং একটি খাতা ছিল যদি কেউ পেয়ে থাকেন তাহলে জানানোর জন্যে অনুরোধ করা হলো,sadness
এই পুলিশকে ও ড্রাইভার যিনি ড্রেস পরে থাকা সত্বেও ধরছেন না বিচার হওয়া দরকার কি অমানবিক আর কি অমানুষিক,sadness
সবাই সাবধানে থাকলো একদিন সকালে ঐ মহিলা চিৎকার আরম্ভ করলো সবাই তো ভয়ে শেষ,fear
জানি না এই মৃত্যুর মিছিল কবে বন্ধ হবে হে আল্লাহ আপনি আমাদের ক্ষমা করেন সচেতনতা বৃদ্ধি না পেলে আরো অনেক ভয়াবহ রূপ ধারণ করবে ,fear
ঘরে থাকতে থাকতে বিরক্ত হয়ে উনি মজার চলে উনার ভাব প্রকাশ করেছেনএ নিয়ে রাজনীতি করার কিছু আছে বলে মনে হয়না,disgust
